avg_nutrition_score,avg_toxicity_score,avg_processed_score,avg_hormonal_score,avg_overall_score,scan_frequency_weekly,scan_count,healthy_scan_ratio,high_toxicity_ratio,cosmetic_ratio,food_ratio,label
74,37,6,10,80,12,45,0.68,0.47,0.38,0.86,healthy_trend
75,32,22,20,75,12,48,0.76,0.31,0.06779253333718276,0.7,healthy_trend
33,68,44,82,34,7,29,0.47,0.56,0.73,0.41,hormonal_risk
51,87,53,76,33,8,35,0.52,0.84,0.4,0.59,hormonal_risk
50,81,100,40,32,2,12,0.24,0.94,0.08,0.86,processed_food_heavy
46,92,47,53,38,3,8,0.39,0.97,0.27,0.95,toxin_risk
36,55,100,25,39,4,7,0.12,0.2,0.0,0.89,processed_food_heavy
67,50,71,100,36,7,30,0.31,0.59,0.86,0.61,hormonal_risk
77,57,26,0,73,2,5,0.65,0.75,0.34,0.76,balanced_user
28,64,85,37,35,7,20,0.39,0.44,0.0,0.62,processed_food_heavy
72,90,73,25,46,3,8,0.56,1.0,0.31,0.6,toxin_risk
41,75,18,81,41,10,55,0.31,0.72,0.15398287230141147,0.34,hormonal_risk
21,67,84,13,39,2,4,0.05,0.72,0.17,0.97,processed_food_heavy
35,40,100,51,36,8,29,0.29,0.42,0.06,0.94,processed_food_heavy
70,26,20,42,70,3,3,0.66,0.33,0.25,0.6,healthy_trend
85,42,38,29,69,14,53,0.7,0.45,0.12,0.42,balanced_user
35,78,100,40,29,5,14,0.27,0.79,0.08,0.0,processed_food_heavy
65,54,62,97,38,12,54,0.19,0.55,0.61,0.0,hormonal_risk
55,58,35,34,57,3,9,0.7,0.55,0.09,0.42,balanced_user
64,92,53,48,42,3,7,0.48,0.87,0.25,0.54,toxin_risk
38,70,19,93,39,4,22,0.33,0.58,0.61,0.0,hormonal_risk
86,38,34,24,72,6,16,0.85,0.33,0.34,0.77,healthy_trend
44,100,100,41,25,2,15,0.05,0.93,0.19,0.8,processed_food_heavy
34,78,97,60,24,7,37,0.37,0.81,0.0,0.88,processed_food_heavy
57,84,64,63,36,4,23,0.39,0.72,0.31996032882998243,0.46,hormonal_risk
56,63,47,76,42,4,15,0.21,0.5,0.3054562774527107,0.72,hormonal_risk
47,45,56,34,53,4,16,0.32,0.28,0.07,0.95,processed_food_heavy
45,39,36,21,62,12,49,0.44,0.31,0.08,0.75,toxin_risk
69,69,38,32,57,12,48,0.17,0.77,0.0,0.0,toxin_risk
52,100,35,43,43,1,1,0.48,1.0,0.21,0.6,toxin_risk
58,61,98,72,31,5,21,0.11,0.54,0.03150503226093112,1.0,processed_food_heavy
52,77,52,97,31,11,51,0.48,0.71,0.3032612892461613,0.65,hormonal_risk
54,89,47,13,51,3,22,0.24,0.93,0.17,0.46,toxin_risk
50,79,38,100,33,3,16,0.49,1.0,0.57,0.58,hormonal_risk
62,39,40,16,66,1,3,0.87,0.29,0.3,0.59,healthy_trend
37,64,45,37,47,3,20,0.29,0.64,0.03869357562836365,0.8,toxin_risk
71,62,83,54,43,3,15,0.39,0.6,0.13,0.83,processed_food_heavy
62,30,35,39,64,12,47,0.69,0.18,0.09568835143093231,0.72,balanced_user
67,47,75,39,51,5,21,0.17,0.38,0.16,0.84,processed_food_heavy
54,79,47,57,42,10,42,0.51,0.87,0.0,0.69,hormonal_risk
53,49,52,31,55,7,24,0.25,0.34,0.07796891975206591,0.49,toxin_risk
72,11,31,0,82,11,46,0.73,0.06,0.06303268097830225,0.72,healthy_trend
26,86,29,27,46,9,49,0.59,0.94,0.052047811254020214,0.74,toxin_risk
57,10,80,13,63,13,44,0.58,0.13,0.24,0.8,balanced_user
53,100,74,98,20,4,8,0.2,0.86,0.0,0.75,hormonal_risk
5,59,96,39,27,6,32,0.09,0.48,0.06,0.77,processed_food_heavy
79,47,0,11,80,10,40,0.56,0.55,0.1,0.56,healthy_trend
36,59,17,19,60,9,33,0.27,0.44,0.0,0.86,toxin_risk
95,49,33,23,72,18,78,0.83,0.47,0.34,0.8,healthy_trend
82,83,80,60,39,4,13,0.11,0.79,0.19,1.0,processed_food_heavy
66,69,94,50,38,5,24,0.11,0.71,0.16,0.86,processed_food_heavy
46,57,67,12,52,9,31,0.74,0.7,0.23,0.73,balanced_user
61,82,60,61,39,5,24,0.37,0.65,0.32,0.75,hormonal_risk
52,48,90,44,42,7,21,0.25,0.43,0.11,0.99,processed_food_heavy
88,96,59,58,43,8,25,0.55,0.7,0.14,0.66,toxin_risk
44,92,71,79,25,6,23,0.45,0.95,0.87,0.48,hormonal_risk
67,78,76,45,42,3,14,0.55,1.0,0.08,0.77,toxin_risk
66,35,17,27,71,7,25,0.77,0.22,0.12321326094030681,0.72,healthy_trend
54,42,67,61,46,2,7,0.07,0.45,0.12,0.79,processed_food_heavy
68,85,55,30,49,7,34,0.25,0.83,0.29,0.0,toxin_risk
69,38,33,15,70,7,33,0.88,0.11,0.18,0.76,healthy_trend
67,56,41,0,67,6,23,0.56,0.68,0.0,0.8,balanced_user
58,52,68,21,54,11,46,0.51,0.45,0.33,0.66,balanced_user
50,54,79,70,36,12,48,0.31,0.32,0.65,0.33,hormonal_risk
64,60,59,46,49,8,29,0.32,0.52,0.0,0.79,processed_food_heavy
57,54,100,27,44,7,33,0.08,0.38,0.18,0.9,processed_food_heavy
50,67,85,81,29,1,12,0.36,0.58,0.15,0.79,processed_food_heavy
64,46,35,69,53,6,21,0.56,0.24,0.09,0.56,toxin_risk
99,25,42,20,78,14,59,0.53,0.26,0.08,0.74,balanced_user
60,68,18,22,63,9,37,0.62,0.37,0.24,0.64,balanced_user
64,69,55,26,53,8,31,0.52,0.72,0.0,0.56,toxin_risk
71,73,54,15,57,8,26,0.56,0.97,0.15,0.72,balanced_user
82,45,14,6,79,6,25,0.74,0.62,0.14,0.66,healthy_trend
50,77,71,21,45,3,9,0.56,0.84,0.19,0.68,toxin_risk
68,77,66,93,33,11,38,0.31,0.64,0.82,0.39,hormonal_risk
70,55,94,52,42,3,14,0.05,0.76,0.08,0.81,processed_food_heavy
100,42,50,44,66,18,68,0.59,0.22,0.36,0.48,healthy_trend
47,93,46,42,41,7,25,0.31,0.57,0.0,0.81,toxin_risk
57,57,5,25,67,8,28,0.8,0.57,0.35,0.7,balanced_user
82,87,19,41,58,2,12,0.46,0.68,0.25,0.71,toxin_risk
100,44,39,0,79,6,24,0.59,0.47,0.08,0.69,balanced_user
59,94,35,34,49,12,52,0.53,0.81,0.24,0.74,toxin_risk
86,0,12,41,83,1,1,0.67,0.16,0.06701488567395884,0.61,healthy_trend
50,26,32,10,70,14,55,0.68,0.38,0.3,0.41,balanced_user
30,53,45,27,51,2,7,0.49,0.56,0.26,0.88,toxin_risk
73,59,53,13,62,2,6,0.2,0.5,0.25,0.47,toxin_risk
48,78,49,40,45,4,15,0.27,0.45,0.2,0.7,toxin_risk
75,51,37,26,65,8,35,0.69,0.5,0.11,0.84,healthy_trend
100,6,32,61,75,14,51,0.64,0.02,0.07222860073608436,0.0,healthy_trend
71,64,66,92,37,7,28,0.11,0.61,0.73,0.0,hormonal_risk
67,84,100,24,39,2,17,0.11,0.72,0.09,0.66,processed_food_heavy
80,100,42,34,51,8,29,0.24,1.0,0.32,0.62,toxin_risk
63,56,89,81,34,3,13,0.33,0.6,0.71,0.42,hormonal_risk
66,53,30,70,53,11,40,0.52,0.7,0.0,0.6,hormonal_risk
50,34,63,82,42,10,31,0.46,0.25,0.56,0.47,hormonal_risk
38,84,56,65,33,7,28,0.1,0.93,0.47,0.38,hormonal_risk
75,44,53,20,64,6,25,0.53,0.46,0.22,0.68,balanced_user
68,77,56,37,49,8,29,0.12,0.66,0.11,0.62,processed_food_heavy
55,53,58,100,36,2,11,0.38,0.44,0.41,0.6,hormonal_risk
78,43,18,51,66,7,31,0.43,0.53,0.49,0.6,hormonal_risk
40,76,50,95,29,6,18,0.13,0.64,0.35202612134839845,0.49,hormonal_risk
39,79,54,36,42,8,27,0.43,0.77,0.1,0.75,processed_food_heavy
83,64,45,75,49,6,19,0.47,0.59,0.95,0.51,hormonal_risk
70,93,40,43,48,12,55,0.41,1.0,0.1,0.67,toxin_risk
62,57,61,68,44,2,14,0.38,0.55,0.64,0.3,hormonal_risk
92,35,49,0,77,2,5,0.62,0.41,0.37,0.54,healthy_trend
77,12,73,28,66,18,70,0.61,0.07,0.25,0.46,healthy_trend
70,50,43,30,61,5,24,0.79,0.43,0.1,0.84,balanced_user
85,21,41,45,69,17,68,0.75,0.0,0.38,0.78,healthy_trend
37,62,65,62,37,1,7,0.17,0.69,0.05,0.88,processed_food_heavy
62,22,26,15,74,15,52,0.56,0.33,0.08149406872839761,0.58,healthy_trend
66,79,68,27,48,1,1,0.19,0.79,0.09,0.62,toxin_risk
83,31,15,0,84,13,55,0.81,0.32,0.049341553664130025,0.0,healthy_trend
51,52,60,23,54,7,26,0.49,0.6,0.3,0.71,balanced_user
98,35,43,43,69,14,47,0.94,0.53,0.32,0.58,healthy_trend
64,62,87,18,49,6,35,0.07,0.65,0.19,0.88,processed_food_heavy
100,30,14,16,85,12,53,0.83,0.32,0.14,0.73,healthy_trend
55,99,59,84,28,2,6,0.55,1.0,0.36,0.0,hormonal_risk
59,53,50,48,52,4,6,0.44,0.71,0.13,0.57,toxin_risk
30,100,59,32,34,7,33,0.16,0.92,0.13,0.69,toxin_risk
60,80,41,90,37,8,29,0.5,0.63,0.94,0.0,hormonal_risk
70,92,18,63,49,7,37,0.29,0.8,0.92,0.28,hormonal_risk
65,61,41,100,40,3,13,0.31,0.74,0.85,0.41,hormonal_risk
45,88,54,100,25,8,35,0.55,1.0,0.91,0.6,hormonal_risk
82,33,50,56,60,8,31,0.42,0.38,0.16,0.82,balanced_user
34,92,100,37,26,2,15,0.4,1.0,0.06,0.96,processed_food_heavy
60,47,45,36,58,5,11,0.27,0.35,0.0,0.59,toxin_risk
38,100,64,59,28,3,13,0.29,1.0,0.19,0.68,processed_food_heavy
32,82,61,46,35,3,9,0.37,0.72,0.16,0.0,toxin_risk
49,64,46,22,54,10,34,0.37,0.7,0.3,0.67,balanced_user
66,56,19,19,68,9,34,0.78,0.81,0.16162719569974973,0.82,healthy_trend
27,43,81,20,45,5,26,0.36,0.44,0.12,0.97,processed_food_heavy
48,92,58,28,42,8,22,0.44,0.8,0.0,0.77,toxin_risk
52,24,29,33,66,9,37,0.72,0.35,0.07,0.58,balanced_user
96,27,18,18,83,13,56,0.57,0.54,0.1216610646052065,0.79,healthy_trend
88,81,26,69,53,4,17,0.11,0.94,0.89,0.53,hormonal_risk
100,24,18,10,87,8,40,0.73,0.32,0.15324130667087887,0.77,healthy_trend
58,64,44,36,53,7,23,0.38,0.48,0.13929352124685723,0.94,toxin_risk
81,48,0,16,79,16,70,0.76,0.51,0.34,0.0,healthy_trend
71,7,29,37,74,3,7,0.57,0.05,0.030042937658802078,0.68,healthy_trend
38,76,94,56,28,1,3,0.09,0.65,0.17,0.79,processed_food_heavy
65,54,46,82,45,7,24,0.52,0.63,0.89,0.36,hormonal_risk
52,69,53,60,42,3,5,0.17,0.9,0.41,0.35,hormonal_risk
40,68,38,100,33,11,34,0.27,0.58,0.0,0.61,hormonal_risk
49,54,16,30,62,1,1,0.71,0.41,0.07,0.82,balanced_user
84,45,20,12,76,6,31,0.75,0.64,0.39,0.72,healthy_trend
70,34,58,29,62,11,41,0.47,0.27,0.33,0.87,balanced_user
98,32,54,31,70,12,52,0.66,0.36,0.07,0.76,balanced_user
96,23,30,8,83,7,34,0.67,0.14,0.19,0.0,healthy_trend
81,56,86,69,42,4,15,0.29,0.53,0.03,0.0,processed_food_heavy
58,71,22,100,41,5,18,0.45,0.6,0.62,0.39,hormonal_risk
56,40,66,91,39,3,10,0.34,0.31,0.72,0.6,hormonal_risk
57,23,19,33,70,16,58,0.9,0.1,0.15,0.0,healthy_trend
92,67,31,19,68,2,6,0.44,0.54,0.09,0.6,balanced_user
22,49,79,60,33,6,25,0.29,0.48,0.005208812888453382,0.79,processed_food_heavy
74,45,73,67,47,5,18,0.49,0.54,0.66,0.3,hormonal_risk
97,56,37,61,60,3,12,0.22,0.51,0.0,0.75,hormonal_risk
73,26,45,21,70,4,6,0.79,0.29,0.28,0.74,balanced_user
44,59,73,69,35,6,19,0.44,0.59,0.17,0.71,processed_food_heavy
38,70,41,48,44,9,39,0.57,0.68,0.14,0.0,toxin_risk
49,41,38,78,48,6,27,0.3,0.5,0.92,0.63,hormonal_risk
100,56,62,31,62,2,14,0.48,0.49,0.15,0.92,toxin_risk
49,74,79,56,35,8,24,0.22,0.95,0.017561124357233747,0.69,processed_food_heavy
55,70,62,100,30,5,15,0.3,0.8,0.20748088007084126,0.48,hormonal_risk
65,63,52,36,53,2,3,0.57,0.84,0.27,0.0,toxin_risk
66,45,5,28,72,13,56,0.94,0.52,0.04717592353475753,0.56,healthy_trend
62,64,47,10,60,11,34,0.49,0.45,0.27,0.54,balanced_user
38,27,67,96,37,11,44,0.43,0.46,0.1859803678632529,0.6,hormonal_risk
25,99,100,65,15,7,32,0.44,1.0,0.0,0.7,processed_food_heavy
53,37,13,22,70,13,62,0.95,0.48,0.17,0.87,healthy_trend
81,44,42,17,69,8,27,0.59,0.46,0.28,0.58,balanced_user
76,85,66,0,56,10,43,0.81,0.94,0.0,0.88,healthy_trend
51,65,15,48,55,9,34,0.56,0.65,0.06162529606681575,0.73,toxin_risk
80,37,32,37,68,2,17,0.46,0.27,0.06,0.65,toxin_risk
53,91,37,31,48,5,17,0.47,0.83,0.22,0.78,toxin_risk
38,89,54,29,41,11,37,0.29,0.93,0.19,0.53,toxin_risk
62,0,29,7,81,11,43,0.59,0.0,0.06600431027874462,0.78,healthy_trend
69,45,45,98,45,3,18,0.52,0.66,0.2321520544665587,0.63,hormonal_risk
52,53,66,77,39,3,20,0.49,0.53,0.35705585205744284,0.53,hormonal_risk
69,64,13,42,62,10,36,0.32,0.8,0.07,0.56,toxin_risk
47,100,67,17,40,9,31,0.36,1.0,0.23,0.57,toxin_risk
60,82,48,99,32,3,13,0.52,0.97,0.78,0.67,hormonal_risk
60,96,62,41,40,5,18,0.2,0.91,0.09,0.87,toxin_risk
60,44,35,44,59,12,57,0.7,0.32,0.13,0.79,balanced_user
82,49,20,25,72,2,13,0.88,0.55,0.114802744673632,0.7,healthy_trend
40,77,64,52,36,3,11,0.26,0.81,0.04,0.94,processed_food_heavy
96,54,37,82,55,5,15,0.26,0.52,0.34,0.0,hormonal_risk
31,61,50,39,45,4,6,0.21,0.65,0.013421292512561207,0.0,processed_food_heavy
98,5,27,0,91,11,42,0.86,0.05,0.1359057939748286,0.61,healthy_trend
56,65,86,45,40,2,7,0.02,0.6,0.13,0.72,processed_food_heavy
52,52,70,80,37,4,17,0.2,0.62,0.14,0.92,processed_food_heavy
34,67,57,44,41,1,1,0.26,0.85,0.21,0.83,toxin_risk
45,31,81,49,46,6,26,0.1,0.19,0.0,0.75,processed_food_heavy
52,67,21,77,46,6,20,0.12,0.49,0.21772369490335125,0.53,hormonal_risk
49,76,61,29,45,2,12,0.32,0.9,0.06,0.65,processed_food_heavy
74,53,55,33,58,5,20,0.66,0.55,0.21,0.72,balanced_user
67,77,53,29,52,6,21,0.35,0.68,0.32,0.78,toxin_risk
57,30,22,31,68,3,11,0.71,0.25,0.10874404951533616,0.72,balanced_user
84,29,30,14,77,18,70,0.65,0.35,0.24,0.66,healthy_trend
59,87,49,100,30,6,19,0.41,0.88,0.37,0.45,hormonal_risk
81,78,83,77,35,12,46,0.36,0.67,0.57,0.43,hormonal_risk
75,44,58,19,63,7,31,0.54,0.46,0.26,0.67,balanced_user
100,67,40,57,59,10,45,0.49,0.81,0.13,0.76,toxin_risk
77,86,60,12,54,3,8,0.24,0.87,0.3,0.56,toxin_risk
89,0,34,34,80,1,1,0.8,0.12,0.13,0.52,healthy_trend
65,58,94,53,40,8,36,0.1,0.39,0.0,0.92,processed_food_heavy
19,71,50,44,38,9,43,0.46,0.72,0.26,0.89,toxin_risk
64,67,24,20,63,6,23,0.79,0.6,0.1,0.74,balanced_user
62,74,37,30,55,3,7,0.64,0.91,0.3,0.49,balanced_user
43,68,61,40,43,3,17,0.41,0.57,0.04179163539016312,0.87,processed_food_heavy
51,72,76,42,40,3,16,0.55,0.97,0.19,0.83,toxin_risk
34,62,35,16,55,3,9,0.63,0.67,0.1,0.77,balanced_user
84,79,21,73,52,10,41,0.12,0.71,0.76,0.32,hormonal_risk
62,34,41,47,60,2,7,0.89,0.21,0.06626895323473117,0.51,healthy_trend
68,55,27,85,50,10,42,0.17,0.55,0.94,0.63,hormonal_risk
71,39,62,32,59,8,36,0.75,0.39,0.23,0.51,balanced_user
54,77,66,14,49,5,15,0.27,0.94,0.07395614824214645,0.0,toxin_risk
71,100,55,22,48,11,32,0.55,0.94,0.31,0.84,toxin_risk
89,52,64,0,68,10,45,0.5,0.5,0.11873440564400035,0.48,balanced_user
77,63,28,0,71,8,27,0.56,0.69,0.34,0.78,healthy_trend
70,90,35,60,46,7,22,0.7,0.92,0.12,0.76,balanced_user
36,68,60,38,42,5,17,0.35,0.67,0.12,0.65,processed_food_heavy
40,62,80,65,33,5,18,0.15,0.72,0.12,0.85,processed_food_heavy
96,28,33,0,83,10,42,0.6,0.35,0.12,0.45,healthy_trend
79,38,26,4,77,1,4,0.84,0.53,0.38,0.68,healthy_trend
48,70,67,83,32,3,12,0.32,0.74,0.0,0.64,hormonal_risk
75,36,46,19,68,10,35,0.46,0.42,0.1,0.82,balanced_user
68,64,45,65,48,11,50,0.51,0.61,0.68,0.66,hormonal_risk
69,46,27,13,70,8,32,0.62,0.51,0.16,0.73,balanced_user
100,87,55,37,55,7,25,0.59,0.85,0.17,0.47,toxin_risk
91,13,47,16,78,1,3,0.44,0.3,0.053557331966922334,0.42,balanced_user
91,35,29,22,76,3,13,0.85,0.36,0.24,0.72,healthy_trend
84,43,33,24,71,8,32,0.66,0.54,0.38,0.68,healthy_trend
31,47,100,62,30,6,31,0.32,0.38,0.04,0.0,processed_food_heavy
62,89,59,33,45,2,8,0.49,0.99,0.2,0.74,toxin_risk
40,49,57,86,37,7,17,0.18,0.59,0.41,0.2,hormonal_risk
48,61,76,62,37,4,11,0.37,0.77,0.02,0.76,processed_food_heavy
75,78,60,62,43,7,29,0.31,0.78,0.0,0.78,processed_food_heavy
82,25,14,29,78,1,1,0.44,0.08,0.19,0.0,balanced_user
70,41,24,59,61,11,42,0.15,0.37,0.41,0.43,hormonal_risk
69,96,0,8,66,2,1,0.44,1.0,0.32,0.7,toxin_risk
55,83,48,89,33,9,36,0.45,0.91,0.14,0.82,toxin_risk
69,20,35,31,70,14,59,0.77,0.26,0.09,0.56,balanced_user
95,7,11,0,94,9,36,0.67,0.0,0.25,0.52,healthy_trend
59,45,44,86,46,5,26,0.17,0.34,0.67,0.68,hormonal_risk
81,47,49,18,66,3,6,0.37,0.47,0.15,0.77,balanced_user
58,0,66,30,65,1,6,0.78,0.0,0.3,0.46,balanced_user
58,66,74,97,30,8,31,0.19,0.56,0.78,0.21,hormonal_risk
76,46,41,92,49,9,38,0.21,0.38,0.038290369650048235,0.83,toxin_risk
44,60,40,22,55,10,42,0.38,0.57,0.32,0.44,balanced_user
54,57,42,100,38,2,9,0.47,0.53,0.89,0.63,hormonal_risk
61,72,42,35,53,10,29,0.42,0.64,0.07,0.71,toxin_risk
92,29,62,49,63,6,22,0.49,0.38,0.34,0.79,balanced_user
66,69,43,78,44,7,28,0.53,0.65,0.77,0.62,hormonal_risk
84,20,34,11,79,6,19,0.62,0.2,0.39,0.59,healthy_trend
65,55,29,92,47,2,8,0.51,0.53,0.0,0.5,hormonal_risk
51,69,43,39,50,4,19,0.2,0.6,0.44,0.48,hormonal_risk
63,70,71,42,45,5,10,0.18,0.89,0.19,0.71,processed_food_heavy
60,43,61,54,50,11,33,0.2,0.42,0.34,0.77,toxin_risk
60,39,37,19,66,3,14,0.8,0.45,0.0695769427327062,0.56,balanced_user
47,57,49,61,45,3,9,0.04,0.42,0.08,0.86,processed_food_heavy
68,61,33,17,64,16,68,0.59,0.81,0.3,0.74,healthy_trend
56,22,13,39,70,6,28,0.78,0.36,0.35,0.81,balanced_user
51,78,17,62,48,9,38,0.23,0.78,0.14,0.61,toxin_risk
78,70,56,62,47,2,14,0.5,0.74,0.92,0.49,hormonal_risk
60,76,40,45,49,1,1,0.58,0.7,0.0,0.74,balanced_user
100,61,49,40,62,14,70,0.92,0.55,0.19,0.0,healthy_trend
36,46,24,9,64,14,54,0.59,0.48,0.22,0.0,healthy_trend
57,63,76,87,32,7,31,0.3,0.34,0.5,0.68,hormonal_risk
15,49,82,32,38,7,33,0.42,0.63,0.027083775874796125,0.83,processed_food_heavy
64,33,36,51,61,10,43,0.78,0.27,0.39,0.0,healthy_trend
21,74,86,33,32,3,13,0.02,0.58,0.005638358558083834,0.99,processed_food_heavy
89,55,40,31,65,3,12,0.57,0.61,0.05,0.74,balanced_user
56,63,60,29,51,8,32,0.55,0.39,0.11,0.92,toxin_risk
63,43,71,9,60,7,27,0.52,0.41,0.09,0.72,balanced_user
75,100,56,43,44,3,10,0.21,0.85,0.0,0.89,toxin_risk
73,60,52,49,53,6,22,0.44,0.8,0.36,0.54,hormonal_risk
71,51,23,16,70,14,52,0.47,0.53,0.0,0.87,balanced_user
64,100,85,26,38,12,49,0.18,1.0,0.25,0.88,toxin_risk
55,83,30,21,55,6,22,0.25,1.0,0.08741492372903274,0.82,toxin_risk
63,79,68,36,45,6,23,0.1,0.97,0.13,0.66,processed_food_heavy
78,25,0,39,78,15,54,0.6,0.42,0.1038189972466579,0.74,healthy_trend
41,53,45,88,38,3,7,0.16,0.56,0.83,0.74,hormonal_risk
58,76,44,31,51,3,6,0.25,0.73,0.19,0.73,toxin_risk
38,57,38,31,53,3,10,0.77,0.46,0.2,0.87,balanced_user
65,100,45,48,43,4,19,0.23,1.0,0.19,0.5,toxin_risk
86,46,31,16,73,17,65,0.79,0.44,0.15,0.61,healthy_trend
31,82,76,35,34,7,23,0.15,0.91,0.03644808922040347,0.76,processed_food_heavy
41,95,100,21,31,9,37,0.4,0.85,0.04140351854049212,0.0,toxin_risk
42,54,40,17,57,9,35,0.47,0.61,0.0,0.0,toxin_risk
52,84,63,30,43,6,19,0.52,0.69,0.16,0.0,balanced_user
56,92,64,29,42,5,15,0.1,0.86,0.04,0.0,processed_food_heavy
70,28,42,31,67,12,46,0.47,0.22,0.0,0.49,balanced_user
96,56,0,13,81,13,51,0.7,0.53,0.0,0.87,healthy_trend
44,53,63,49,44,2,12,0.22,0.55,0.83,0.72,hormonal_risk
98,15,20,0,90,13,49,0.75,0.15,0.31,0.67,healthy_trend
59,97,63,72,31,3,5,0.27,0.74,0.41,0.0,hormonal_risk
55,21,8,18,77,16,73,0.75,0.12,0.24,0.45,healthy_trend
47,85,25,47,47,11,49,0.25,0.75,0.033351591996521004,0.89,toxin_risk
53,90,74,48,35,8,35,0.04,0.98,0.18,0.0,processed_food_heavy
35,69,83,49,33,1,1,0.37,0.67,0.02,1.0,processed_food_heavy
51,61,35,36,54,11,50,0.35,0.55,0.016213591655073547,0.0,toxin_risk
25,71,38,54,40,7,27,0.21,0.73,0.11,0.56,toxin_risk
23,100,55,5,40,6,26,0.54,1.0,0.29,0.59,toxin_risk
47,64,38,17,57,3,12,0.32,0.57,0.06,0.83,toxin_risk
67,26,26,24,72,16,58,0.67,0.33,0.14,0.46,healthy_trend
71,56,61,54,50,2,16,0.56,0.6,0.16336793930059226,0.82,toxin_risk
82,41,21,37,70,11,32,0.88,0.24,0.11,0.45,healthy_trend
84,79,39,37,57,3,5,0.29,0.76,0.29,0.77,toxin_risk
40,60,89,51,35,8,23,0.33,0.62,0.03,0.66,processed_food_heavy
45,59,28,25,58,11,49,0.45,0.63,0.09,0.0,balanced_user
38,27,50,0,65,2,12,0.57,0.48,0.05950580976024289,0.41,balanced_user
74,24,63,6,70,7,30,0.72,0.19,0.12,0.68,healthy_trend
79,57,53,27,60,4,5,0.47,0.31,0.24,0.75,balanced_user
70,60,65,23,55,6,21,0.55,0.53,0.14,0.81,toxin_risk
70,4,6,30,82,7,33,0.72,0.08,0.05004588174792601,0.83,healthy_trend
18,90,39,29,40,7,20,0.57,0.92,0.14,0.94,toxin_risk
59,29,54,33,60,11,41,0.74,0.42,0.17,0.67,balanced_user
55,64,44,37,52,11,38,0.23,0.75,0.79,0.5,hormonal_risk
43,42,77,57,41,2,5,0.03,0.62,0.0477837191785021,0.94,processed_food_heavy
58,72,60,42,46,11,46,0.24,0.72,0.35,0.92,toxin_risk
83,33,42,38,67,9,32,0.76,0.33,0.1,0.54,balanced_user
60,62,67,98,33,6,21,0.44,0.54,0.0,0.27,hormonal_risk
49,56,93,45,38,7,28,0.21,0.84,0.1,0.92,processed_food_heavy
47,57,52,21,54,10,35,0.66,0.6,0.19,0.69,balanced_user
29,16,38,40,58,13,61,0.75,0.01,0.14,0.45,balanced_user
57,80,41,32,51,7,36,0.28,0.81,0.07,0.88,toxin_risk
31,48,41,25,54,14,56,0.51,0.59,0.22,0.44,balanced_user
30,79,40,30,45,10,38,0.15,0.64,0.14,0.87,toxin_risk
76,43,59,6,67,15,60,0.61,0.42,0.35,0.49,healthy_trend
85,38,61,32,63,2,13,0.55,0.38,0.0,0.88,balanced_user
44,68,81,44,37,5,14,0.14,0.56,0.014567795577093317,0.0,processed_food_heavy
42,32,78,59,43,3,4,0.44,0.33,0.05,0.96,processed_food_heavy
71,56,19,53,60,10,38,0.54,0.54,0.6,0.54,hormonal_risk
67,15,25,40,71,17,71,0.58,0.14,0.08,0.83,healthy_trend
75,70,49,12,61,7,20,0.59,0.75,0.32,0.57,toxin_risk
75,3,32,8,83,15,53,0.84,0.07,0.0,0.73,healthy_trend
50,100,38,55,39,4,22,0.26,0.97,0.17,0.62,toxin_risk
39,69,56,95,29,6,19,0.26,0.69,0.3,0.27,hormonal_risk
26,70,95,35,31,6,24,0.35,0.65,0.09,0.91,processed_food_heavy
47,53,61,19,53,6,23,0.2,0.67,0.28,0.62,toxin_risk
55,32,47,0,69,14,53,0.79,0.59,0.16,0.76,balanced_user
30,64,90,50,31,2,14,0.2,0.79,0.19,0.69,processed_food_heavy
75,100,46,43,46,12,50,0.26,1.0,0.27,0.92,toxin_risk
73,83,60,48,45,9,35,0.42,1.0,0.18,0.0,toxin_risk
69,49,42,59,54,6,27,0.2,0.43,0.55,0.53,hormonal_risk
72,33,52,31,64,3,14,0.69,0.34,0.09,0.67,healthy_trend
44,84,94,73,23,8,34,0.13,0.69,0.006949549484806285,0.66,processed_food_heavy
67,20,47,29,67,16,63,0.78,0.04,0.08141671408822757,0.61,healthy_trend
66,55,32,76,50,2,10,0.14,0.62,0.84,0.53,hormonal_risk
51,66,54,44,46,5,23,0.33,0.59,0.39289501077741656,0.69,hormonal_risk
30,49,47,35,49,13,52,0.72,0.58,0.23,0.75,balanced_user
97,55,51,0,72,10,45,0.6,0.42,0.22,0.78,balanced_user
82,89,39,46,52,6,24,0.16,0.71,0.24,0.94,toxin_risk
59,70,55,53,45,1,3,0.31,0.76,0.18,0.49,toxin_risk
99,61,4,23,77,16,62,0.72,0.57,0.14,0.84,healthy_trend
73,68,71,22,53,5,26,0.12,0.45,0.11,0.8,processed_food_heavy
21,85,76,83,19,7,17,0.53,0.78,0.85,0.4,hormonal_risk
53,75,77,78,30,8,33,0.39,0.77,0.06,0.93,processed_food_heavy
61,84,66,54,39,1,4,0.28,0.96,0.03,0.66,processed_food_heavy
54,44,41,15,63,9,40,0.7,0.41,0.05,0.0,balanced_user
100,35,17,3,86,7,38,0.71,0.5,0.08154889542071833,0.81,healthy_trend
69,14,64,18,68,10,34,0.73,0.12,0.27,0.76,healthy_trend
